,std_dt,ticker,administrative_issues_reason
5850,20090327,A079870,자기자본 10억원 미만
5851,20090403,A079870,
5852,19991228,A079940,
5853,19991228,A079950,
5854,19991228,A079960,
5855,19991228,A079970,
5856,19991228,A079980,
5857,19991228,A080000,
5858,19991228,A080010,
5859,19991228,A080140,
5860,20090330,A080140,자본잠식률 50% 이상
5861,20090403,A080140,
5862,20090504,A080140,"자본잠식률 50% 이상, 회생절차 개시신청"
5863,20090701,A080140,"시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자본잠식률 50% 이상, 회생절차 개시신청"
5864,20090817,A080140,"반기보고서 미제출, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자본잠식률 50% 이상, 회생절차 개시신청"
5865,20090825,A080140,"상장폐지사유 발생, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자본잠식률 50% 이상, 회생절차 개시신청"
5866,20100202,A080140,
5867,19991228,A080160,
5868,19991228,A080220,
5869,19991228,A080420,
5870,19991228,A080440,
5871,20150324,A080440,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5872,20160323,A080440,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5873,20161122,A080440,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5874,20161201,A080440,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
5875,20170324,A080440,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5876,20170601,A080440,상장폐지사유 발생
5877,20170615,A080440,
5878,20190322,A080440,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
5879,20190514,A080440,"최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
5880,20190523,A080440,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
5881,20200113,A080440,"최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
5882,20200203,A080440,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
5883,20200320,A080440,"액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5884,20200330,A080440,"상장폐지사유 발생, 액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5885,20200818,A080440,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5886,19991228,A080470,
5887,19991228,A080520,
5888,19991228,A080530,
5889,20170814,A080530,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
5890,20180329,A080530,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5891,20200323,A080530,
5892,19991228,A080570,
5893,20090324,A080570,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
5894,20090403,A080570,
5895,19991228,A080580,
5896,19991228,A080720,
5897,19991228,A081000,
5898,19991228,A081090,
5899,20110325,A081090,상장폐지사유 발생
5900,20110401,A081090,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
5901,20110413,A081090,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
5902,20110517,A081090,"분기보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
5903,20110531,A081090,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
5904,20110830,A081090,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
5905,20110923,A081090,
5906,19991228,A081150,
5907,19991228,A081220,
5908,19991228,A081500,
5909,20090326,A081500,상장폐지사유 발생
5910,20090401,A081500,정기주주총회 미개최 또는 재무제표 미승인
5911,20090403,A081500,
5912,19991228,A081580,
5913,19991228,A081660,
5914,19991228,A081970,
5915,20180323,A081970,상장폐지사유 발생
5916,20180830,A081970,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
5917,20181011,A081970,
5918,19991228,A082210,
5919,19991228,A082270,
5920,19991228,A082390,
5921,20110328,A082390,"자기자본 10억원 미만, 자본잠식률 50% 이상"
5922,20110518,A082390,"상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상"
5923,20110824,A082390,상장폐지사유 발생
5924,20110909,A082390,
5925,20160323,A082390,"매출액 30억원 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5926,20160615,A082390,"매출액 30억원 미달, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5927,20160725,A082390,
5928,19991228,A082640,
5929,19991228,A082660,
5930,19991228,A082740,
5931,19991228,A082800,
5932,19991228,A082850,
5933,19991228,A082920,
5934,19991228,A082930,
5935,19991228,A083310,
5936,19991228,A083420,
5937,19991228,A083450,
5938,19991228,A083470,
5939,20181025,A083470,파산신청
5940,20181101,A083470,
5941,20181105,A083470,파산신청
5942,20181122,A083470,
5943,20181123,A083470,파산신청
5944,20181130,A083470,
5945,20190221,A083470,회생절차 개시신청
5946,20190306,A083470,"액면가액 일정비율 미달, 회생절차 개시신청"
5947,20190409,A083470,"상장폐지사유 발생, 액면가액 일정비율 미달, 회생절차 개시신청"
5948,20190816,A083470,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 액면가액 일정비율 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상, 회생절차 개시신청"
5949,20191226,A083470,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 액면가액 일정비율 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상"
5950,20200515,A083470,"매출액 30억원 미달, 상장폐지사유 발생, 액면가액 일정비율 미달"
5951,20200608,A083470,"매출액 30억원 미달, 액면가액 일정비율 미달"
5952,20200810,A083470,"매출액 30억원 미달, 상장폐지사유 발생, 액면가액 일정비율 미달"
5953,19991228,A083500,
5954,19991228,A083550,
5955,19991228,A083640,
5956,19991228,A083650,
5957,19991228,A083660,
5958,20190329,A083660,액면가액 일정비율 미달
5959,20200320,A083660,"액면가액 일정비율 미달, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
5960,20200911,A083660,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
5961,19991228,A083790,
5962,19991228,A083930,
5963,19991228,A084010,
5964,19991228,A084110,
5965,19991228,A084180,
5966,20180319,A084180,상장폐지사유 발생
5967,20180403,A084180,"사외이사수 미달, 상장폐지사유 발생"
5968,20180801,A084180,상장폐지사유 발생
5969,20180830,A084180,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
5970,20180920,A084180,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
5971,20181015,A084180,
5972,20181108,A084180,액면가액 일정비율 미달
5973,20190319,A084180,"액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
5974,20190828,A084180,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
5975,19991228,A084370,
5976,19991228,A084450,
5977,20101227,A084450,상장폐지사유 발생
5978,20101230,A084450,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
5979,20110210,A084450,
5980,19991228,A084650,
5981,19991228,A084670,
5982,19991228,A084680,
5983,20090817,A084680,반기검토의견 의견거절
5984,20100401,A084680,
5985,19991228,A084690,
5986,19991228,A084730,
5987,19991228,A084810,
5988,20100223,A084810,상장폐지사유 발생
5989,20100401,A084810,
5990,19991228,A084850,
5991,19991228,A084870,
5992,19991228,A084990,
5993,19991228,A085310,
5994,19991228,A085370,
5995,19991228,A085620,
5996,19991228,A085660,
5997,20180323,A085660,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
5998,20180816,A085660,"반기보고서 미제출, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
5999,20180820,A085660,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6000,20190225,A085660,
6001,19991228,A085670,
6002,19991228,A085680,
6003,20080328,A085680,사유미상
6004,20080813,A085680,
6005,20091023,A085680,상장폐지사유 발생
6006,20091125,A085680,
6007,19991228,A085810,
6008,19991228,A085910,
6009,19991228,A085990,
6010,20100329,A085990,상장폐지사유 발생
6011,20100401,A085990,"사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
6012,20100413,A085990,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
6013,20100510,A085990,
6014,19991228,A086040,
6015,19991228,A086060,
6016,19991228,A086200,
6017,20080416,A086200,사유미상
6018,20080523,A086200,
6019,20160323,A086200,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6020,20160331,A086200,"사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6021,20160411,A086200,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6022,20160509,A086200,
6023,19991228,A086250,
6024,20200504,A086250,상장폐지사유 발생
6025,20200511,A086250,"상장폐지사유 발생, 회생절차 개시신청"
6026,20200818,A086250,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 회생절차 개시신청"
6027,19991228,A086280,
6028,19991228,A086390,
6029,19991228,A086450,
6030,19991228,A086520,
6031,19991228,A086670,
6032,19991228,A086710,
6033,19991228,A086790,
6034,19991228,A086820,
6035,19991228,A086830,
6036,20160323,A086830,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6037,20160517,A086830,"분기보고서 미제출, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6038,20160518,A086830,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6039,20170324,A086830,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6040,20170403,A086830,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6041,20170508,A086830,
6042,19991228,A086890,
6043,19991228,A086900,
6044,19991228,A086960,
6045,19991228,A086980,
6046,19991228,A087010,
6047,19991228,A087220,
6048,20170324,A087220,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6049,20180323,A087220,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6050,20180508,A087220,
6051,19991228,A087260,
6052,19991228,A087600,
6053,20200316,A087600,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6054,19991228,A087730,
6055,20200319,A087730,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6056,20200710,A087730,"액면가액 일정비율 미달, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6057,20200917,A087730,"상장폐지사유 발생, 액면가액 일정비율 미달, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6058,19991228,A088020,
6059,20100817,A088020,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
6060,20100917,A088020,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 불성실공시(누계벌점 2년간 15점)"
6061,20101116,A088020,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 분기보고서 미제출, 불성실공시(누계벌점 2년간 15점)"
6062,20101215,A088020,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 분기보고서 미제출, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생"
6063,20110110,A088020,
6064,19991228,A088130,
6065,19991228,A088290,
6066,19991228,A088350,
6067,19991228,A088390,
6068,19991228,A088700,
6069,20130318,A088700,회생절차 개시신청
6070,20130322,A088700,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 회생절차 개시신청"
6071,20130412,A088700,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 회생절차 개시신청"
6072,20130506,A088700,
6073,19991228,A088790,
6074,19991228,A088800,
6075,19991228,A088810,
6076,20100315,A088810,불성실공시(누계벌점 2년간 15점)
6077,20100324,A088810,"불성실공시(누계벌점 2년간 15점), 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6078,20100817,A088810,"불성실공시(누계벌점 2년간 15점), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6079,20110324,A088810,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6080,20110429,A088810,
6081,19991228,A088910,
6082,19991228,A088960,
6083,20110817,A088960,반기보고서 미제출
6084,20110818,A088960,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
6085,20110902,A088960,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 불성실공시(누계벌점 2년간 15점)"
6086,20111228,A088960,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생"
6087,20120208,A088960,
6088,19991228,A089010,
6089,19991228,A089030,
6090,19991228,A089140,
6091,19991228,A089150,
6092,19991228,A089230,
6093,20150901,A089230,반기보고서 미제출
6094,20150908,A089230,"자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6095,20160331,A089230,"사업보고서 미제출, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6096,20160412,A089230,"사업보고서 미제출, 정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6097,20170323,A089230,"사업보고서 미제출, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6098,20170331,A089230,"사업보고서 미제출, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6099,20180321,A089230,사업보고서 미제출
6100,20180402,A089230,
6101,19991228,A089240,
6102,20100325,A089240,상장폐지사유 발생
6103,20100817,A089240,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자본잠식률 50% 이상"
6104,20100825,A089240,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자본잠식률 50% 이상, 회생절차 개시신청"
6105,20100903,A089240,
6106,19991228,A089470,
6107,19991228,A089480,
6108,20110322,A089480,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6109,20110817,A089480,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6110,20120321,A089480,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6111,20120413,A089480,
6112,19991228,A089530,
6113,20151204,A089530,불성실공시(누계벌점 2년간 15점)
6114,20161205,A089530,
6115,20170324,A089530,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6116,20170814,A089530,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6117,20180323,A089530,
6118,19991228,A089590,
6119,19991228,A089600,
6120,19991228,A089790,
6121,19991228,A089850,
6122,20130402,A089850,사외이사수 미달
6123,20130510,A089850,
6124,19991228,A089890,
6125,20150320,A089890,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6126,20170317,A089890,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6127,20180308,A089890,
6128,19991228,A089970,
6129,19991228,A089980,
6130,19991228,A090080,
6131,19991228,A090090,
6132,19991228,A090120,
6133,20130402,A090120,사외이사수 미달
6134,20130514,A090120,
6135,20141104,A090120,회생절차 개시신청
6136,20150331,A090120,"상장폐지사유 발생, 자본잠식률 50% 이상, 회생절차 개시신청"
6137,20150513,A090120,
6138,19991228,A090150,
6139,19991228,A090350,
6140,19991228,A090360,
6141,19991228,A090370,
6142,19991228,A090410,
6143,19991228,A090430,
6144,19991228,A090460,
6145,19991228,A090470,
6146,19991228,A090710,
6147,19991228,A090730,
6148,19991228,A090740,
6149,19991228,A090850,
6150,19991228,A091090,
6151,19991228,A091120,
6152,19991228,A091340,
6153,19991228,A091440,
6154,19991228,A091580,
6155,19991228,A091590,
6156,19991228,A091690,
6157,20140219,A091690,불성실공시(누계벌점 2년간 15점)
6158,20140227,A091690,"불성실공시(누계벌점 2년간 15점), 회생절차 개시신청"
6159,20140401,A091690,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
6160,20140516,A091690,"분기보고서 미제출, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
6161,20140829,A091690,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 분기보고서 미제출, 불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인, 회생절차 개시신청"
6162,20150121,A091690,
6163,19991228,A091700,
6164,19991228,A091810,
6165,19991228,A091970,
6166,19991228,A091990,
6167,19991228,A092040,
6168,19991228,A092070,
6169,19991228,A092130,
6170,19991228,A092190,
6171,19991228,A092200,
6172,19991228,A092220,
6173,19991228,A092230,
6174,19991228,A092300,
6175,19991228,A092440,
6176,19991228,A092460,
6177,19991228,A092600,
6178,19991228,A092730,
6179,19991228,A092780,
6180,19991228,A092870,
6181,19991228,A093050,
6182,19991228,A093190,
6183,19991228,A093230,
6184,19991228,A093240,
6185,19991228,A093320,
6186,19991228,A093370,
6187,19991228,A093380,
6188,19991228,A093520,
6189,19991228,A093640,
6190,19991228,A093920,
6191,19991228,A094170,
6192,19991228,A094190,
6193,20190328,A094190,상장폐지사유 발생
6194,20190403,A094190,"상장폐지사유 발생, 회생절차 개시신청"
6195,20190816,A094190,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 회생절차 개시신청"
6196,20200522,A094190,
6197,19991228,A094280,
6198,19991228,A094360,
6199,19991228,A094480,
6200,19991228,A094820,
6201,19991228,A094840,
6202,19991228,A094850,
6203,19991228,A094860,
6204,20150306,A094860,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6205,20170228,A094860,
6206,19991228,A094940,
6207,19991228,A094970,
6208,19991228,A095190,
6209,19991228,A095270,
6210,19991228,A095300,
6211,20160323,A095300,상장폐지사유 발생
6212,20160531,A095300,"분기보고서 미제출, 상장폐지사유 발생"
6213,20160602,A095300,상장폐지사유 발생
6214,20160817,A095300,"반기보고서 미제출, 상장폐지사유 발생"
6215,20160906,A095300,반기보고서 미제출
6216,20170323,A095300,"반기보고서 미제출, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6217,20170816,A095300,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 반기보고서 미제출, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6218,20170912,A095300,
6219,19991228,A095340,
6220,19991228,A095500,
6221,19991228,A095570,
6222,19991228,A095610,
6223,19991228,A095660,
6224,19991228,A095700,
6225,20120322,A095700,매출액 30억원 미달
6226,20130308,A095700,
6227,19991228,A095720,
6228,19991228,A095910,
6229,19991228,A096040,
6230,19991228,A096240,
6231,19991228,A096350,
6232,19991228,A096530,
6233,19991228,A096610,
6234,19991228,A096630,
6235,19991228,A096640,
6236,19991228,A096690,
6237,20170324,A096690,상장폐지사유 발생
6238,20170816,A096690,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
6239,20180129,A096690,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
6240,20180222,A096690,
6241,20180403,A096690,사업보고서 미제출
6242,20180413,A096690,
6243,19991228,A096760,
6244,19991228,A096770,
6245,19991228,A096870,
6246,19991228,A097230,
6247,20190322,A097230,자본잠식(자본금의 50/100이상 잠식)
6248,20200320,A097230,
6249,19991228,A097520,
6250,19991228,A097780,
6251,19991228,A097800,
6252,19991228,A097870,
6253,19991228,A097950,
6254,19991228,A098120,
6255,19991228,A098400,
6256,20120320,A098400,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6257,20120515,A098400,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
6258,20120524,A098400,"상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 파산신청"
6259,20120724,A098400,
6260,19991228,A098460,
6261,19991228,A098660,
6262,19991228,A099190,
6263,19991228,A099220,
6264,19991228,A099320,
6265,19991228,A099410,
6266,19991228,A099440,
6267,19991228,A099520,
6268,19991228,A099660,
6269,20111208,A099660,상장폐지사유 발생
6270,20120711,A099660,
6271,20180627,A099660,상장폐지사유 발생
6272,20180709,A099660,
6273,19991228,A099750,
6274,19991228,A099830,
6275,20170331,A099830,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6276,20180322,A099830,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
6277,20180504,A099830,
6278,19991228,A100030,
6279,19991228,A100090,
6280,19991228,A100120,
6281,19991228,A100130,
6282,19991228,A100220,
6283,19991228,A100250,
6284,19991228,A100590,
6285,19991228,A100660,
6286,19991228,A100700,
6287,19991228,A100790,
6288,19991228,A100840,
6289,19991228,A101000,
6290,20180620,A101000,회생절차 개시신청
6291,20180816,A101000,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자기자본 10억원 미만, 자본잠식률 50% 이상, 회생절차 개시신청"
6292,20190214,A101000,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자기자본 10억원 미만, 자본잠식률 50% 이상"
6293,20190319,A101000,
6294,19991228,A101060,
6295,19991228,A101140,
6296,20110401,A101140,자본잠식(자본금의 50/100이상 잠식)
6297,20120328,A101140,
6298,19991228,A101160,
6299,19991228,A101170,
6300,19991228,A101240,
6301,19991228,A101330,
6302,19991228,A101360,
6303,19991228,A101390,
6304,19991228,A101400,
6305,20200324,A101400,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6306,19991228,A101490,
6307,19991228,A101530,
6308,19991228,A101670,
6309,19991228,A101680,
6310,20170316,A101680,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6311,20170816,A101680,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6312,20180430,A101680,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6313,20180709,A101680,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
6314,20190830,A101680,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6315,19991228,A101730,
6316,20160323,A101730,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
6317,20170317,A101730,
6318,20200320,A101730,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
6319,19991228,A101930,
6320,19991228,A101990,
6321,19991228,A102120,
6322,19991228,A102210,
6323,20190109,A102210,액면가액 일정비율 미달
6324,20191029,A102210,"상장폐지사유 발생, 액면가액 일정비율 미달"
6325,19991228,A102260,
6326,19991228,A102280,
6327,19991228,A102460,
6328,19991228,A102710,
6329,19991228,A102940,
6330,20190816,A102940,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
6331,20200317,A102940,
6332,19991228,A103130,
6333,20190513,A103130,감사의견 의견거절
6334,20190527,A103130,"감사의견 의견거절, 회생절차개시신청"
6335,20190816,A103130,"감사의견 의견거절, 반기검토의견 의견거절, 회생절차개시신청"
6336,20200601,A103130,
6337,19991228,A103140,
6338,19991228,A103150,
6339,19991228,A103160,
